scene	summary
s01e02_scene009_1118_1130	"Penny (hugs him): LEONARD. Sheldon sends him a link to Leonard's email. It's from Penny. Sheldon checks it.
"
s01e17_scene006_0981_1001	"Leonard is going out with Penny. He's feeling nauseous, so he's going to talk to Sheldon. He made a grammatical mistake in his text.
"
s01e05_scene000_0202_0212	"Raj's waitress didn't take his order, but it will be reflected in his tip, because he was too neurotic to talk to her about it.
"
s01e02_scene006_0778_0798	"Penny feels violated. Leonard and Sheldon will talk about it later today, when Penny feels less violated. Sheldon is either a proctologist, or a general surgeon.
"
s01e10_scene001_0293_0313	"Leonard will have a CAT scan to look for a tumor on Sheldon's brain. Leonard can't wait to hear Sheldon sing again, because he enjoyed his last performance.
"
s01e14_scene007_0930_0950	"Leonard is going to sell his toy sword to Sheldon. He will talk to Raj and Sheldon about it after he puts down the box. Sheldon wants to block his path.
"
s01e11_scene006_0819_0825	"Penny and Sheldon agree that there will be no sponge baths and no enemas for Penny and Sheldon's daughter. They also don't want to have any enemases.
"
s01e10_scene003_0419_0430	"Sheldon feels uncomfortable about the fact that he lied. Penny is hungry and tired, so she doesn't know what to do about it. She's not a good liar.
"
s01e04_scene009_0774_0794	"Mrs Cooper made chicken. She hopes that it's not one of the animals that people think is magic. Sheldon gets his smoldering good looks from her chicken.
"
s01e10_scene007_0916_0936	"Leonard and Sheldon would have talked Leo into leaving the motel and coming home with them. Toby was abused in the Philippines by a Navy chaplain when he was 14.
"
s01e04_scene009_0814_0834	"Mrs Cooper will take her time with Sheldon. Sheldon's father, God rest his soul, used to say ""Mary, you have to take your time"". Sheldon once tried to fight a bobcat for some licorice.
"
s01e13_scene005_0997_1017	"Third Floor Janitor didn't answer the question. Gablehouser needs Sheldon's official answer to the question from AA. Sheldon is the team's leader.
"
s01e06_scene003_0855_0875	"Leonard is explaining to Penny that some animals are more evolved than others and some have climbed higher on the evolutionary tree. Kurt is unevolved, so he's a hobbit.
"
s01e13_scene005_0817_0837	"Gablehouser, Leonard and Sheldon will protest against the denial of a formal protest. The Velcro on Sheldon's wrist brace got caught on his shirt. The answer is technetium.
"
s01e04_scene010_1008_1028	"Mrs Cooper wants Sheldon to go to the office and apologize to his boss to get his job back. She also wants him to put on his fishing clothes.
"
s01e02_scene001_0348_0368	"Leonard is doing this to be a good neighbor. Sheldon is worried it will increase the odds of him having sexual congress with a woman, but Leonard claims it won't.
"
s01e08_scene000_0110_0130	"Raj doesn't see his friends. Lalita Gupta, who used to kick him in the samosas and call him untouchable, is now a dental student at USC.
"
s01e07_scene001_0323_0343	"Penny and Leonard are saying good night to each other. Penny told Raj that she could have said goodbye to her. Sheldon and Leonard think that she should have.
"
s01e15_scene003_0391_0411	"Howard rides a two-cylinder scooter with a basket in the front. He has to wear a helmet. Dr. Patel is a man from the exotic subcontinent of India.
"
s01e11_scene006_0779_0799	"The house had slipped off the cinder blocks again. It was tornado season. The housekeeper in the faculty residence didn't speak any English. When Sheldon convinced her that he was sick, she said, 'Möchtest du eine Darmspülung'.
"
s01e04_scene012_1091_1111	"Mrs Cooper wants to meet with Dr. Gablehouser, but he's busy. Sheldon will join them soon, because they're losing daylight.
"
s01e11_scene006_0719_0739	"Penny didn't have to work today, so she brought Sheldon home. Penny is going home to write some bad checks. She doesn't have any money.
"
s01e04_scene009_0794_0814	"Mrs Cooper's church has an Indian gentleman, Dr. Patel, who gave 20% off LASEK to those who needed it. Mrs Cooper and Leonard are going to do something about Sheldon.
"
s01e06_scene000_0009_0029	"Raj, Howard and Leonard suck at paintball. They went to Kyle Bernstein's bar mitzvah party, which was humiliating. Leonard and Howard were at a paintball game.
"
s01e10_scene004_0430_0450	"Sheldon told her that Leonard lied to her to protect him. Leonard is not seeing the help. Sheldon has a bad feeling about it. Sheldon is hungry.
"
s01e05_scene000_0122_0142	"Lesley and Leonard are doing research together at the university. They are looking for a new cellist for the Physics Department string quartet. Elliott Wong has switched over to high-energy radiation research.
"
s01e08_scene000_0050_0070	"Leonard and Sheldon's apartment has just got broadband. Dr Koothrappali is looking at Sheldon's crotch on the camera. Raj is showing Leonard, Sheldon and Howard the apartment.
"
s01e08_scene003_0706_0726	"Raj and Lalita are sitting next to each other. Lalita has lost a lot of weight and is now known as little Lalita Gupta.
"
s01e17_scene004_0616_0618	That's the spirit.
s01e16_scene006_0734_0754	"Penny and Sheldon are going to buy a point-to-point peer network with a range extender for Random woman's flower business. Sheldon knows everything about this stuff.
"
s01e15_scene006_0853_0873	"Sheldon and Missy are going to have sex a lot. Frequent coitus dramatically increases the odds of fertilization. If you're not attracted to someone, then the likelihood of conception will be reduced.
"
s01e08_scene004_0992_1012	"Dr Koothrappali plays golf with Lalita's father. He won't be able to look at her father. Leonard is a funnyman, but he's Leonard.
"
s01e17_scene001_0227_0239	"Leonard is not going to take advantage of her vulnerability, because he's her friend, not her gay friend, and he won't walk away from her in the depths of despair.
"
s01e05_scene005_0863_0883	"Leonard is seeing someone and she's happy for him. He doesn't know what she's really happy about, but he's sure she would want him to be happy, even if it made the other person unhappy.
"
s01e13_scene003_0393_0413	"Leonard got Sheldon a Batman cookie jar for the Physics Bowl team, Anodized Aluminum, as a gift. Sheldon is confused about the name of the team.
"
s01e06_scene005_1203_1207	"Howard is supposed to give him a ride home. Sheldon is sure he will be fine, because he has his hammer and Howard has his car.
"
s01e06_scene004_1017_1037	"Leonard is fine. Penny broke up with him. Penny ran into him last week at her party. Penny is sorry about what happened, but it's not Leonard's fault.
"
s01e06_scene004_0997_1017	"Leonard doesn't want to talk about it with Sheldon. Penny knocks on the door and enters to check on Sheldon. Sheldon doesn't respond to her.
"
s01e11_scene009_1097_1117	"Raj's picture is breaking up because he didn't keep true. He needs to turn right a little more to keep the picture from breaking up.
"
s01e08_scene001_0297_0317	"Sheldon is texting about Raj. Raj wants Sheldon to stop. Leonard thought Raj was finding new friends. Raj has some feelers out and will talk to them.
"
s01e11_scene007_0829_0849	"Leonard lost his glasses. Howard and Raj helped him find them. Raj and Howard are going to watch ten and a half hours of apey goodness.
"
s01e15_scene008_0969_0989	"Leonard and Howard are going to fight over Missy. They're going to do it the right way, the honorable way. Howard is going to sit down.
"
s01e15_scene008_0949_0969	"Howard, Leonard and Raj are going to meet up. Sheldon's sister is hiding at Penny's because they've been hitting on her. She needed to call her grandmother.
"
s01e06_scene002_0281_0301	"Leonard wants to talk to Sheldon about something before they go. Sheldon is going to demonstrate the Doppler effect on Leonard. She's going to show it to Raj.
"
s01e07_scene006_1215_1235	"Leonard, Sheldon, Howard, Penny and Raj are fighting a sniper. Leonard wants Raj to jump in the tank. Raj is out of ammo and has only a needler.
"
s01e08_scene001_0397_0417	"Penny needs guinea pigs. Sheldon recommends a lab animal supply company in Reseda. Raj didn't want to go on a date, so he will make his own date.
"
s01e16_scene005_0615_0635	"Howard ate a granola bar that had peanuts in it. Leonard is angry at him for eating it and wants him to take it back. Howard doesn't want to.
"
s01e14_scene006_0773_0793	"Penny is scared, but Leonard assures her that he's got her and she doesn't have to worry, because he has got her. He has her.
"
s01e12_scene008_0758_0778	"Gablehouser and Sheldon are throwing a welcoming party this afternoon for Mr. Kim, who will join them at the university. The oracle told them little Neo was the one.
"
s01e07_scene003_0935_0955	"Leonard, Sheldon and Raj are going out for Indian food. The waiter is going to bring four dumplings to the table for Leonard, Raj and Sheldon.
"
s01e06_scene003_0575_0595	"Leonard wants to get to know Penny's friends, but he doesn't know how to talk to them. Sheldon might be able to help him.
"
s01e13_scene006_1154_1174	"Sheldon and Leonard are talking about the Brady Bunch, Van Halen, Madonna, Ridgemont High and Sean Penn. Penny knows these things because she talks to people outside.
"
s01e09_scene003_0671_0691	"Penny didn't understand what he said to her. Leonard has been thinking and wants to argue about this instead of arguing about it. He had a lucky hunch, so he's coming out.
"
s01e17_scene005_0643_0663	"Penny wants to talk to Sheldon about Leonard. Sheldon doesn't want to talk about Koothrappali or Wolowitz, because Raj can't talk to Penny unless he's drunk and Wolowitz is disgusting.
"
s01e04_scene000_0043_0063	"Leonard and Sheldon are at a party. Professor Finkleday cornered Sheldon and talked about spelunking for 45 minutes. Sheldon doesn't know what is interesting about caves. Sheldon and Leonard will meet the new head, congratulate him and shake his hand.
"
s01e04_scene013_1179_1199	"Mrs Cooper is proud of Sheldon for his courage today. Sheldon is going to sleep tight and ask Dr. Gablehauser if he's going to be his daddy.
"
s01e06_scene004_1137_1157	"Penny should probably go, but Leonard will wait for her in the doorway. He is telling Penny about himself. He thinks the human race wouldn't survive without him.
"
s01e06_scene004_1037_1057	Well, I ran into him last week... ...and he was just all apologetic about how he's changed. He was just going on and on, and I believed him. And I'm an idiot, because I always believe guys like that. And I can't go back to my party because he's there. And I know you don't wanna hear this. I'm upset and really drunk and I just wanna...
s01e10_scene001_0273_0293	"Leonard and Penny lied to Penny. Sheldon would have told her the truth, but it would have hurt her feelings. He would have suggested something to the effect of going to Penny afterwards.
"
